"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Tsu"	"Vol"	"Country"	"Area"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Missing"	"Injuries"	"Damage ($Mil)"	"Houses Destroyed"	"Total Deaths"	"Total Missing"	"Total Injuries"	"Total Damage ($Mil)"	"Total Houses Destroyed"
"[""1200 <= Year >= 2021""]"																									
	1833	11	24		681		"INDONESIA"		60	"INDONESIA:  SUMATRA:  BENGKULU"	-2.5	100.5	75	8.3	9										
	1833	12	7		682		"JAPAN"		30	"JAPAN:  HONSHU:  NW"	38.9	139.15		7.4		35				540	85				1140
	1834	1	20	12			"COLOMBIA"		160	"COLOMBIA:  PUTUMAYO,PASTO, POPAYAN, SANTA MARTA"	1.1	-76.93	15	6.7	9										
	1834	2	9	1	684		"JAPAN"		30	"W. HOKKAIDO ISLAND, JAPAN"	43.3	141.4		6.4						23					73
	1834	2	14				"ITALY"		130	"ITALY:  BORGO VAL DI TARO"	44.3	9.4			10	60			0.17						
	1834	3	1	13			"COLOMBIA"		160	"COLOMBIA:  PASTO"	1.4	-77.1													
	1834	3	14		685		"MEXICO"		150	"MEXICO:  ACAPULCO"	16.8	-99.9		7											
	1834	4	11				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.9	103		5	6										
	1834	5	22	7			"COLOMBIA"		160	"COLOMBIA:  SANTA MARTA,CARTAGENA"	11	-74.2													
	1834	5	23				"JORDAN"		140	"JORDAN:  AL-KARAK; ISRAEL:  JERUSALEM, NABULUS"	31.3	35.6		6.3	9										
	1834	5					"USA TERRITORY"	"GU"	170	"GUAM:  AGANA"	14	143.3													
	1834	8	12	15			"VENEZUELA"		160	"VENEZUELA:  MERIDA"	8.8	-70.9													
	1834	10	10				"INDONESIA"		60	"INDONESIA:  JAVA:  BOGOR, CINAJUR"	-6.7	107			9										
	1834	10	15	6			"HUNGARY"		110	"HUNGARY:  PISHKOL'T, ERENDREYD, DENGELEG"	47.6	22.3	32	6.8	8										
	1834						"CHINA"		40	"CHINA:  TIBET (XIZANG PROVINCE)"	28.6	87.1		6	8										
	1834						"CHINA"		30	"CHINA:  QINGHAI PROVINCE"	33	97		5.5	7	88					88				
	1835	2	20	16	689		"CHILE"		160	"CHILE:  CONCEPCION"	-36.83	-73.03		8.2	11	50	30	500			53	30	500		
	1835	4	18	17			"SWITZERLAND"		120	"SWITZERLAND"	46.7	7.8			6										
	1835	7	20		691		"JAPAN"		30	"JAPAN:  SANRIKU"	37.9	141.9		7.6											
	1835	8	23	15			"TURKEY"		140	"TURKEY"	38.5	35.5			10	300									
	1835	10	12	23			"ITALY"		130	"ITALY:  CASTIGLIONE,COSENZA,CRATI"	39.3	16.3			11	100									
	1835	11	1			5605	"INDONESIA"		170	"INDONESIA:  MALUKU:  AMBON"	-3.7	128.2			9			60					60		
	1836	3	5		695		"INDONESIA"		60	"FLORES SEA"	-8.3	118.7													
	1836	4	24	23			"ITALY"		130	"ITALY:  ROSSANO,CROSIA,CRACO,BASILICATA"	39.6	16.6			11	589									
	1836	6	10	15			"USA"	"CA"	150	"CALIFORNIA"	38	-122			10										
	1836	7	3		697		"CHILE"		160	"CHILE:  COBIJA"	-22.6	-70.3		7.5											
	1836	11	20	7			"ITALY"		130	"ITALY:  BASILICATA"	40.1	15.8			11	21									
	1836	11	28		701		"INDONESIA"		60	"FLORES SEA"	-8.3	118.7		7.5											
	1837	1	1	1	702		"ISRAEL"		140	"ISRAEL: ZEFAT (SAFED); LEBANON:  BEIRUT (BEYROUT)"	33	35.5		6.4	10	5000					5000				
	1837	4	11	17			"ITALY"		130	"ITALY"	44.2	10.5			9	5									
	1837	8	2		704		"USA TERRITORY"	"VI"	90	"VIRGIN ISLANDS"	18.2	-64.5													
	1837	8	9	21	5494		"MEXICO"		150	"MEXICO: ACAPULCO"	16.86	-99.88		6.5											
	1837	9	10	18			"VENEZUELA"		160	"VENEZUELA:  SANTA TERESA DEL TUY,SANTA LUCIA"	10.3	-66.6													
	1837	9	10				"CHINA"		30	"CHINA:  GANSU PROVINCE"	34.6	103.7		6	8	37				941	37				941
	1837	9	29		706	4905	"INDONESIA"		60	"INDONESIA:  BANDA ATJEH"	5.5	96	100	7.3											
	1837	10	18	21	5495		"MEXICO"		150	"MEXICO: MEXICO CITY,  ACAPULCO"	19.45	-99.15		7											
	1837	11	7	12	708		"CHILE"		160	"CHILE:  VALDIVIA"	-42.5	-74		8.5	10						16				
	1837	11	22				"MEXICO"		150	"MEXICO:  GUADALAJARA"	20	-105		7.5											
	1837	11	28				"INDONESIA"		60	"INDONESIA:  SUMBAWA ISLAND:  BIMA"	-8.5	118.5			9										
	1838	1	23	18			"ROMANIA"		110	"ROMANIA:  CARPATHIAN FOLD,VRANCEA"	45.7	26.6	150	6.9	8										
	1838	5	7		710		"CHILE"		160	"CHILE:  CENTRAL"	-36.7	-73.1													
	1838	6					"USA"	"CA"	150	"CALIFORNIA:  SAN FRANCISCO,SAN JOSE,SANTA CLARA"	37.6	-122.4		7	8										
	1838						"ISRAEL"		140	"ISRAEL:  TEL AVIV-YAFO (JAFFA),PALESTINE"	32	34.5				3000									
	1838						"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  AVA (INNWA)"	21.8	96													
	1839	1	11	9			"MARTINIQUE"		90	"MARTINIQUE:  FORT-DE-FRANCE, ST PIERRE; CASTRIES"	14.4	-61.1	33	7.8	9	390									
	1839	2	7				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	26.1	99.9		6	8	100				600	100				600
	1839	2	23				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	26.1	99.9		6	8	129		18		1667	129		18		1667
	1839	3	22				"EL SALVADOR"		100	"EL SALVADOR:  SAN SALVADOR"	13.7	-89.2													
	1839	3	23				"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  AVA, AMARAPURA"	21.9	96			11	400					400				
	1839	3			2329		"USA"	"HI"	150	"HAWAII"															
	1839	4	12				"VENEZUELA"		160	"VENEZUELA:  CUMANA"	10.5	-64.2													
	1839	5	1		713		"JAPAN"		30	"SE. HOKKAIDO ISLAND, JAPAN"	42.5	145		7.3											
	1839	6	27				"TAIWAN"		30	"TAIWAN: JIAYI"	23.4	120.4		6.5	8	117		534		6600	117		534		6600
	1839	8	16	17			"SWITZERLAND"		120	"SWITZERLAND"	45.9	6.1			7										
	1840	1	4		715		"INDONESIA"		60	"INDONESIA:  JAVA:  PURWOREJO"	-8	110.5	150	7	9										
	1840	1	28	8	722		"PERU"		160	"PERU:  LIMA"	-12.3	-77.3	40		5										
	1840	2	14		718		"INDONESIA"		170	"INDONESIA:  MALUKU:  TERNATE ISLAND"	0.8	127.325								500					500
	1840	3	22		719		"PHILIPPINES"		170	"PHILIPPINES:  SORSOGON,MASBATE IS,CASIGURAN,ALBAY"	12.9	123.9		6.5	9	17		200			52		200		
	1840	7	2	16			"TURKEY"		140	"TURKEY:  MT ARARAT, AGURI, ARALIKH; IRAN:  MAKU"	39.7	44.4		6.7	9	1049					1049				
	1840	8	27	12			"SLOVENIA"		130	"BALKANS NW:  SLOVENIA:  LJUBLJANA"	46.2	14.7	8	4.9	7										
	1840	10	30				"GREECE"		130	"GREECE:  ZAKINTHOS (ZANTE)"	38	21			10	12									
	1840	11	11		2355		"USA"	"PA"	150	"PENNSYLVANIA:  PHILADELPHIA"	39.8	-75.2		5.2											
	1841	5	17	21	723		"RUSSIA"		50	"RUSSIA:  OFF KAMCHATKA"	52	158	30	8.4	11										
	1841	6	15	5			"AZORES (PORTUGAL)"		130	"AZORES:  PRAIA DA VITORIA"	38.4	-25.3			10										
	1841	9	2	12			"COSTA RICA"		100	"COSTA RICA:  CARTAGO; NICARAGUA"	10	-84													
	1841	11	26		724		"INDONESIA"		170	"INDONESIA:  N. MOLUCCAS ISLANDS"	-5	130													
	1841	12	16		725		"INDONESIA"		170	"INDONESIA:  BANDA SEA"	-4	127.5		6	8										
	1842	1	2				"AZERBAIJAN"		40	"AZERBAIJAN:  APSCHERON PENINSULA"	40.5	50	3	4.3	8										
	1842	2	19				"AFGHANISTAN"		40	"AFGHANISTAN:  JALALABAD"	34.4	70.5				500									
	1842	4	18	8			"GREECE"		130	"GREECE:  MAINA (LACONIA)"	36.5	22.3	100		9										
	1842	5	7	21	726		"HAITI"		90	"HAITI:  CAP-HAITIEN"	19.75	-72.2		8.1		5000					5300				
	1842	6	11				"CHINA"		40	"CHINA: XINJIANG PROVINCE"	43.6	93		7	9					5460					5460
	1842	11	1		4313		"CANADA"		150	"CANADA:  MONTREAL"															
	1842	11	11		727		"BANGLADESH"		60	"BANGLADESH:"	24	89.25		6											
	1842	12	8				"ETHIOPIA"		10	"ETHIOPIA:  ANKOBER"	9.6	39.8			9										
	1843	1	5		728		"INDONESIA"		60	"SW. SUMATRA"	1.5	98	70	7.3	11										
	1843	2	1				"IRAN"		140	"IRAN:  AZARBAIJAN:  KHVOY (KHOY)"	38.3	44.6													
	1843	2	7		729		"INDONESIA"		60	"INDONESIA:  JAVA:  GENTENG ISLAND"	-7.2	114		6											
	1843	2	8	14	730		"GUADELOUPE"		90	"GUADELOUPE:  POINTE-A-PITRE"	16.5	-62.2	33	8.3	9	5000					5000				
	1843	4	1				"INDIA"		60	"INDIA:  DECCAN"	19	77													
	1843	4	18				"IRAN"		140	"IRAN:  KHVOY (KHOY)"	38.6	44.9			7	1000									
	1843	4	25		732		"JAPAN"		30	"JAPAN:  HOKKAIDO: YEZO, KUSHIRO, NEMURO"	42	146		8.4							45				75
	1843	7	8	5	733		"NEW ZEALAND"		170	"NEW ZEALAND:  WANGANUI"	-39.9	175	33	7.5											
	1843	10	18		734		"GREECE"		130	"GREECE:  CHALKI (DODECANESE)"	36.3	27.5			9										
	1843	12	17	22			"CHILE"		160	"CHILE"	-29.9	-71.3			10										
	1844	4	16	13			"USA TERRITORY"	"PR"	90	"PUERTO RICO:  SAN JUAN; ST THOMAS"	18.3	-66.8			8										
	1844	5	12				"IRAN"		140	"IRAN:  KASHAN, QAMSAR, KAMU, KUSHIAN, CHUKA"	33.6	51.4		6.4		1500					1500				
	1844	5	12				"TURKEY"		140	"TURKEY:  OSMANCIK, ANKARA"	40.98	34.8			9	200					200				
	1844	5	13				"IRAN"		140	"IRAN:  MIYANEH, GARMRUD, ESFAHAN"	37.4	48		6.9											
	1844	5			5667		"NICARAGUA"		100	"NICARAGUA: RIVAS, GREYTOWN"	11.2	-84.8		7.4											
	1844	8	30	7			"SAINT VINCENT AND THE GRENADINES"		90	"SAINT VINCENT:  KINGSTOWN"	13.1	-61.1													
	1844	8					"NICARAGUA"		100	"NICARAGUA:  SAN JUAN DEL NORTE(GREYTOWN)"	11	-84													
	1844	10	19	1			"ARGENTINA"		160	"ARGENTINA:  SALTA, JUJUY, TUCUMAN"	-25	-66			8										
	1845	2	8	7	741	489	"INDONESIA"		170	"INDONESIA:  N SULAWESI:  MENADO, TIKALA, TOMOHON"	1.48	124.85		7	9	118					118				
	1845	2	12				"ETHIOPIA"		10	"ETHIOPIA"	12.3	39													
	1845	2	19			3833	"COLOMBIA"		160	"COLOMBIA:  MAGDALENA RIVER"	4.5	-75.4		4							1000				
	1845	2					"TAIWAN"		30	"TAIWAN:  ZHANGHUA"	24.1	120.5		6	8	380				4000	380				4000
	1845	3	9				"MEXICO"		150	"MEXICO:  OAXACA"	17	-96.3													
	1845	4	7		742		"MEXICO"		150	"MEXICO:  MEXICO CITY"	17	-100.6		8											
	1845	6	4	2			"CHILE"		160	"CHILE"	-18.5	-70.4			10										
	1845	6	19		743		"INDIA"		60	"INDIA:  RANN OF KUTCH"	23.583	68.367		6.3	8										
	1845	7	5		744		"NEW ZEALAND"		170	"N. NEW ZEALAND"	-39.93	175.05													
	1845	10	11				"TURKEY"		140	"TURKEY"	39.1	26.2			10										
	1845	12	21	20			"SLOVENIA"		130	"BALKANS NW:  SLOVENIA:  LJUBLJANA"	46.1	14.5	7	4.9	7										
	1846	1	25	0	749		"INDONESIA"		170	"INDONESIA:  N. MOLUCCAS ISLANDS"	2	126.5		7.3											
	1846	3	13	11			"CHILE"		160	"CHILE:  COIAPO"	-27.35	-70.35			8										
	1846	3			750		"JAPAN"		30	"SANRIKU, JAPAN"	39.5	142.5		6.9											
	1846	6	10	18			"GREECE"		130	"GREECE:  MESSINI-MICROMANI (MESSINIA)"	37	22			10	30			0.8						
	1846	6	28	1			"PERU"		160	"PERU"	-14	-76.8	50	7.9	6										
	1846	8	7				"ITALY"		130	"ITALY:  SIRACUSA (SYRACUSE)"	37	15.3			11										
	1846	8	14	12	3313		"ITALY"		130	"ITALY:  ORCIANO, LUCIANA"	43.4	10.6	5	6.1	10	56					56				
	1846	12	10				"INDIA"		60	"INDIA"	26	93		7.5											
	1847	3	8	15			"CHILE"		160	"CHILE"	-32.45	-71.27			10										
	1847	5	8				"JAPAN"		30	"JAPAN:  ZENKOJI, NAGANO"	37	138		7.4		12000				34000	12000				34000
	1847	5	23		751		"PERU"		160	"PERU:  CALLAO"	-12.1	-77.1													
	1847	6	21				"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	46	152	40	7.5											
	1847	8	7				"EGYPT"		15	"EGYPT:  AL-FAYYUM, CAIRO"	29.5	30.5			11	185				4072	126				4072
	1847	10	2				"MEXICO"		150	"MEXICO:  OAXACA"	17	-96.3												3	
	1847	10	8				"CHILE"		160	"CHILE:  COQUIMBO"	-31.61	-71.18		7.3	8										
	1847	10	19		756		"CHILE"		160	"CHILE:  COQUIMBO"	-31.61	-71.18													
	1847	10	31		757		"INDIA"		60	"INDIA:  LITTLE NICOBAR ISLAND"	7.333	93.667			10										
	1847	11	16				"INDONESIA"		60	"INDONESIA:  JAVA:  CHERIBON"	-6.67	108.55													
	1847	12	19	6			"PORTUGAL"		130	"PORTUGAL:  LISBON"	38.7	-9.2			10										
	1848	1	11				"ITALY"		130	"ITALY:  SICILY"	37.2	15.2			11										
	1848	2					"MOROCCO"		15	"MOROCCO:  MELILLA"	35.3	-2.97													
	1848	5	31				"MEXICO"		150	"MEXICO:  OAXACA,GUERRERO"	17	-96.3													
	1848	7	12		759		"FRENCH POLYNESIA"		170	"FRENCH POLYNESIA:  TAHITI"	-17.9	-149.9		6.5											
	1848	10	15	14	760		"NEW ZEALAND"		170	"NEW ZEALAND:  N."	-41.3	174.5		7.9											
	1848	10	17	4	5485		"NEW ZEALAND"		170	"NEW ZEALAND:  COOK STRAIT"				6											
	1848	10	18	17	5486		"NEW ZEALAND"		170	"NEW ZEALAND:  AWATERE RIVER, MARLBOROUGH"	-41.67	174		6		3					3				
	1848	12	3				"TAIWAN"		30	"TAIWAN: ZHANGHUA"	24.1	120.5		6.8	9	1001				20300	1001				20300
	1849	1	25	5	763		"USA TERRITORY"	"GU"	170	"GUAM"	14	143.3		7.5	9										
	1849	2	26	9			"VENEZUELA"		160	"VENEZUELA:  TACHIRA (LOBATERA)"	7.3	-72.3	13	6	9	40									
	1849	5	3	10			"VENEZUELA"		160	"VENEZUELA:  MARACAIBO"	10.7	-71.6													
	1849	9	28	9	767		"RUSSIA"		50	"RUSSIA:  KAMCHATKA"	55	166													
	1849	10	28	9			"RUSSIA"		50	"RUSSIA:  KOMANDORSKY ISLAND"	55	166	20	7.5	10										
	1849	11	17	10	772		"CHILE"		160	"CHILE:  COQUIMBO"	-29.95	-71.37		7.5	8										
	1850	4	29				"CROATIA"		130	"BALKANS NW:  CROATIA:  STON"	42.8	17.7			11										
	1850	9	12				"CHINA"		30	"CHINA:  SICHUAN:  XICHANG"	27.8	102.3		7.5	10	20650					20650				
	1850						"CHINA"		30	"CHINA:  GANSU PROVINCE:  WUSBAN"	34.7	104.9		5	6										
	1851	1	1				"SWITZERLAND"		120	"SWITZERLAND"	46.3	8			6										
	1851	1	20				"ALBANIA"		130	"ALBANIA"	41.2	20.2			9										
	1851	2	2	10			"COLOMBIA"		160	"COLOMBIA:  CARTAGENA"	10.4	-76.4		5											
	1851	2	28	13	775		"TURKEY"		140	"TURKEY:  FETHIYE; GREECE:  RHODES"	36.5	28.8			10										
	1851	4	2	10	777		"CHILE"		160	"CHILE:  VALPARAISO"	-33.32	-71.42		7.1	8										
	1851	4	19	14			"PAKISTAN"		60	"PAKISTAN:  GAVADER"	25.1	62.3													
	1851	5	15	16	781		"USA"	"CA"	150	"CALIFORNIA:  NORTHERN"	37.8	-122.4			6										
	1851	5	16	13			"GUADELOUPE"		90	"GUADELOUPE:  POINTE-A-PITRE"	16.2	-61.4													
	1851	5	26	18	783		"CHILE"		160	"CHILE:  COPIAPO"	-27.35	-70.35		7.2	10										
	1851	8	14	1			"ITALY"		130	"ITALY:  MELFI, RAPOLLA, BARILE, RIONERO, MT VULTURE"	41	15.7			11	671					671				
	1851	10	12	6	784		"ALBANIA"		130	"ALBANIA:  VLORE (VALONA),BERAT; TURKEY"	40.5	19.7		6.6	11	2000					2000				
	1851	10	17				"ALBANIA"		130	"ALBANIA:  BERAT"	40.5	19.7			10	400					400				
	1851	11	13	2	785		"USA"	"CA"	150	"CALIFORNIA:  NORTHERN"	40	-122													
	1851						"IRAN"		140	"IRAN:  SHAHRUD"	36.2	55													
	1852	1	9		5454		"INDONESIA"		60	"INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG"	-6.5	105.5	150	6.5	8										
	1852	1	24				"MEXICO"		150	"MEXICO:  OAXACA"	17	-96.3													
	1852	1	24				"PAKISTAN"		60	"PAKISTAN:  UPPER SINDH, FORT KAHAN, MURREE HILLS"	27.7	68.8				350					350				
	1852	2	22				"IRAN"		140	"IRAN:  KHABUSHAN (NW KUCHAN)"	37.1	58.4	10	5.8	9	2000									
	1852	4	16	22			"AZORES (PORTUGAL)"		130	"AZORES:  SAO MIGUEL (SAN MIGUEL)"	37.5	-25.3			10	12					12				
	1852	5	26				"CHINA"		30	"CHINA: NINGXIA"	37.5	105.2		6	8	300		400		20000	300		400		20000
	1852	7	17		788		"CUBA"		90	"CUBA: SANTIAGO DE CUBA"	20	-75.8													
	1852	7	24				"TURKEY"		140	"TURKEY"	39.9	41.3		7.3		17									
	1852	9	16	10	790		"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  BATAAN, RIZAL, PAMPANGA,MANILA"	14	120.5		7.5	9	3		1			3		1		
	1852	11	11	0	794		"INDONESIA"		60	"INDONESIA:  SUMATRA:  SIBOLGA"	1.5	98		6.8											
	1852	11	19		796		"INDONESIA"		170	"INDONESIA:  AMBON ISLAND"	-3.7	128.2													
	1852	11	25	7	798		"USA"	"CA"	150	"CALIFORNIA:  NORTHERN"															
	1852	11	25	22	799		"INDONESIA"		170	"INDONESIA:  MALUKU:  BANDANAIRA"	-5.25	129.75	100	8.3	9						60				
	1852	11	27		801		"PERU"		160	"PERU"	-12.1	-77.1			3										
	1852	11	29		802		"MEXICO"		150	"N. MEXICO"	32.5	-115.5		7											
	1852	12	4		803		"MEXICO"		150	"S. MEXICO"	17	-100				1					1				
	1852	12	21	10			"AZORES (PORTUGAL)"		130	"AZORES:  FAIAL"	38.3	-28.4			10										
	1852	12	24				"PHILIPPINES"		170	"PHILIPPINES:  BATANGAS, N MINDANAO"	13.8	121.1			9										
	1852	12	24		804		"INDONESIA"		170	"INDONESIA:  BANDANEIRA"	-5	130.5		7											
	1853	2	1	21			"USA"	"CA"	150	"CALIFORNIA:  SAN SIMEON"	35.5	-121			8										
	1853	3	11				"JAPAN"		30	"JAPAN:  ODAWARA"	35.5	139.5				79									
	1853	4	9				"ITALY"		130	"ITALY:  CAPOSELE,CALABRITTO,LIONI"	40.9	15.2			9	12									
	1853	4	22				"IRAN"		140	"IRAN:  SHIRAZ"	29.6	52.5			9	13000					13000				
	1853	5	18	20			"ITALY"		130	"ITALY:  S"	40.8	15.2			12										
	1853	7	15		807		"VENEZUELA"		90	"VENEZUELA:  CUMANA"	10.5	-64.2	14	6.7	9	1000					1000				
	1853	8	18	8	808		"GREECE"		130	"GREECE:  THEBES, BOEOTIA"	38.25	23.5			9	17					17				
	1853	10	3		5475		"JAPAN"		30	"JAPAN:  OKINAWA"	26.2	127.6													
	1853	11			810		"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	47	154													
	1853	12	24		811		"TONGA"		170	"TONGA TRENCH"	-21.167	-175.167													
	1853						"PHILIPPINES"		170	"PHILIPPINES:  CAMARINES, DAET"	14	123			8										
	1854	1	2				"MEXICO"		150	"MEXICO:  DURANGO"	24	-104.4													
	1854	1	4		815		"INDONESIA"		170	"INDONESIA:  BANDA SEA"	-3.5	128.6		6											
	1854	1	13				"MEXICO"		150	"MEXICO:  TLAPUJAHUA"	19.8	-100.2													
	1854	1	27	18	818		"USA"	"AK"	150	"ALASKA:  GULF OF ALASKA"	57	-152			5										
	1854	2	12				"ITALY"		130	"ITALY:  CONNICI,COSENZA,PIETRAFITTA,PATERNO"	39.3	16.3			10	468									
	1854	4	14				"EL SALVADOR"		100	"EL SALVADOR:  SAN SALVADOR"	13.8	-89.2				1000									
	1854	5	5				"MEXICO"		150	"MEXICO:  VERACRUZ,OAXACA"	17	-96.3													
	1854	5	31	12	819		"USA"	"CA"	150	"CALIFORNIA:  SOUTHERN"	34.4	-119.7													
	1854	6	16	17			"ITALY"		130	"ITALY:  N"	44.3	11.8			12										
	1854	7	9				"JAPAN"		30	"JAPAN:  IGA, ISE, YAMATO"	35	136				1352				5000	1352				5000
	1854	7	20	1			"FRANCE"		120	"FRANCE:  BAGNERES, GRIPP, LOURDES, ARGES"	43	-0.1			9										
	1854	7	30	2			"ALBANIA"		130	"ALBANIA:  DELVINE, SULI, GZIG"	39.5	20.5			10										
	1854	8	4		824		"COSTA RICA"		100	"COSTA RICA-PANAMA"	8.5	-83		7.2											
	1854	8	7		825		"COSTA RICA"		100	"COSTA RICA-PANAMA"	8.5	-83		7.2											
	1854	9	22				"IRAN"		140	"IRAN:  TABRIZ, KHVOY (KHOI)"	38.06	45.03		4.5	6										
	1854	9	27		827		"INDONESIA"		170	"INDONESIA:  MALUKU:  TERNATE ISLAND"	0.8	127.4													
	1854	10	22	3	829		"USA"	"CA"	150	"CALIFORNIA:  NORTHERN"	37.8	-122.4													
	1854	12	23	0	835		"JAPAN"		30	"JAPAN:  ENSHUNADA SEA"	34	137.9		8.3		300				600	1000				8900
	1854	12	24	8	837		"JAPAN"		30	"JAPAN:  NANKAIDO"	33.1	135		8.4						10000	3000				20000
	1854	12	24				"CHINA"		30	"CHINA: SICHUAN PROVINCE"	29.1	107.1		5.5	7										
	1854	12	29	2	3377		"FRANCE"		130	"FRANCE:  CAGNES, BAR, ST PAUL, GRASSE, MENTON, NICE"	43.8	7.9			9										
	1855	1	23	9	839		"NEW ZEALAND"		170	"NEW ZEALAND:  WELLINGTON,WAIOURU,WANGANUI,OTAKI"	-41.25	175	33	8											
	1855	2	1				"MEXICO"		150	"MEXICO:  GUERRERO,OAXACA"	17	-96.3													
	1855	2	11	12	5507		"NEW ZEALAND"		170	"NEW ZEALAND"	-39.2	177.6	25	5.5											
	1855	2	28	1			"TURKEY"		140	"TURKEY:  TAYABAS, BURSA"	40.2	29.1		6.7	10	1900									
	1855	3	8				"MEXICO"		150	"MEXICO:  OAXACA"	17	-96.3													
	1855	3	20	0	844		"USA"	"CA"	150	"CALIFORNIA:  NORTHERN"	40.75	-124.2			5										
	1855	3	22				"PHILIPPINES"		170	"PHILIPPINES:  S LUZON"	16	121													
	1855	4	11	17			"TURKEY"		140	"TURKEY:  BURSA"	40.2	29.1			10	400									
	1855	4	29				"TURKEY"		140	"TURKEY:  BURSA"	40.2	29.1		6.7		1300									
	1855	7	3				"ALBANIA"		130	"ALBANIA: SHKODER, BUCHATI, ZADRIME, JUBANI, KOSMACI"	42	19.5			10										
	1855	7	11	4	846		"USA"	"CA"	150	"CALIFORNIA:  LOS ANGELES"	34.1	-118.1		6	8					1					1
	1855	7	14				"INDONESIA"		170	"INDONESIA:  MALUKU:  TERNATE ISLAND"	0.8	127.3			9	34				1	34				1
	1855	7	25	12			"SWITZERLAND"		120	"SWITZERLAND:  HAUT-VALAIS"	46.3	7.9			8	1									
	1855	8	11	9	847		"CHILE"		160	"CHILE:  VALPARAISO"	-33	-71.7													
	1855	8	22	12			"ALGERIA"		15	"ALGERIA"	37.1	5.7			10										
	1855	9	25		848		"HONDURAS"		90	"HONDURAS: TRUJILLO"	15.91	-85.96													
	1855	10	22	3	849		"USA"	"CA"	150	"CALIFORNIA:  SAN FRANCISCO"	37.8	-122.4													
	1855	11	7		850		"JAPAN"		30	"ENSHUNADA"	34.5	137.6		7											
	1855	11	11		851		"JAPAN"		30	"JAPAN:  TOKYO"	35.65	139.8		7		6757				50000	6757				50000
	1855	12	3		5426		"JAPAN"		30	"JAPAN:  NANKAIDO"	32.5	134.5		7											
	1855	12	11				"CHINA"		30	"CHINA:  LIAONING PROVINCE"	39.1	121.6		5.5	7	7				560	7				560
	1855	12	12				"FRANCE"		120	"FRANCE:  CHASTEUIL,TAULANNE,CASTELLANE,TALOIRE"	43.8	6.4			8										
	1855				3567		"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	29.2	108.1		4.8	6										
	1856	1	12	10			"PORTUGAL"		130	"PORTUGAL:  TAVIRA, ALGARVE"	37.1	-8			10					100					100
	1856	2	2				"MEXICO"		150	"MEXICO:  OAXACA"	17	-96.3													
	1856	2	15	13	856		"USA"	"CA"	150	"CALIFORNIA:  NORTHERN"	37.5	-122.3		5.5	7										
	1856	3	2		859	581	"INDONESIA"		170	"INDONESIA:  SANGIHE PULAU (VOLCANIC)"	3.67	125.5									2806				
	1856	6	5				"ITALY"		130	"ITALY:  PIEVE SANTO STEFANO"	46.4	12.4			9										
	1856	6	10				"CHINA"		30	"CHINA:  HUBEI PROVINCE"	29.7	108.8		5.5	7	300					300				
	1856	7	25		861		"INDONESIA"		60	"INDONESIA:  LOMBOK ISLAND"	-8.5	116													
	1856	8	4		2377		"HONDURAS"		90	"HONDURAS:  COAST"	16	-88		7.5											
	1856	8	21	21	3438		"ALGERIA"		15	"ALGERIA:  NORTHERN"	37.1	5.7			9	5					5				
	1856	8	22	11	3380		"ALGERIA"		15	"ALGERIA:  NORTHERN"	37.1	5.7			9	8					8				
	1856	8	23		864		"JAPAN"		30	"JAPAN:  OSHIMA"	40.5	143.5		8	5						26				193
	1856	10	12	0	866		"GREECE"		130	"GREECE:  CRETE; EGYPT"	35.5	26	100		11	538				8000	538				8000
	1856	11	13		867		"GREECE"		130	"GREECE:  CHIOS (E SPORADES)"	38.25	26.25		6.6	9										
	1857	1	6		3639		"SOUTH SUDAN"		10	"SOUTH SUDAN:  GONDOKORO, ILENGWE"	4.9	31.7													
	1857	1	9	10			"USA"	"CA"	150	"CALIFORNIA:  SAN FRANCISCO"	35	-119		8.3	7										
	1857	4	9				"IRAN"		140	"IRAN:  LAKE URMIA (LAKE URMI)"	37.4	45.3													
	1857	4	9				"TURKEY"		140	"TURKEY:  HINIS"	38.4	42.1		6.7	9										
	1857	4	17		869	4906	"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  BISMARCK SEA"	-5.5	147		8											
	1857	5	13		870		"INDONESIA"		60	"INDONESIA:  TIMOR ISLAND::  DILHI, GERA"	-8	115.5	50	7		36					36				
	1857	5	23	9	3439		"ALGERIA"		15	"ALGERIA:  SEA OF ALBORAN"	36.5	1.3													
	1857	7	13	22	871		"JAPAN"		30	"TOKAIDO, JAPAN"	34.8	138.3		6.4											
	1857	9	16				"ITALY"		130	"ITALY:  CALABRIA,MONTEMURRO"	39.4	16.4				10000									
	1857	9	17	22	868		"TURKEY"		140	"TURKEY:  BURSA"	40.2	29			6					32					32
