"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Tsu"	"Vol"	"Country"	"Area"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Missing"	"Injuries"	"Damage ($Mil)"	"Houses Destroyed"	"Total Deaths"	"Total Missing"	"Total Injuries"	"Total Damage ($Mil)"	"Total Houses Destroyed"
"[""1200 <= Year >= 2021""]"																									
	2011	3	11	5	5413		"JAPAN"		30	"JAPAN:  HONSHU"	38.297	142.372	30	9.1		1475		6157	4401.709	2473	18429		6157	220085.456	123661
	2011	3	11	6			"JAPAN"		30	"JAPAN:  NEAR E COAST HONSHU"	36.281	141.111	43	7.9											
	2011	3	11	6			"JAPAN"		30	"JAPAN:  OFF EAST COAST HONSHU"	38.058	144.59	19	7.6											
	2011	3	24	13			"MYANMAR (BURMA)"		60	"MYANMAR:  TACHILEK"	20.687	99.822	8	6.8		104		123	3.6		104		123	3.6	
	2011	4	4	11			"NEPAL"		60	"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH"	29.698	80.754	26	5.4											
	2011	4	7	14	5429		"JAPAN"		30	"JAPAN: NEAR E COAST HONSHU"	38.276	141.588	42	7.1		3		132			3		132		
	2011	4	10	9			"CHINA"		30	"CHINA:  SICHUAN PROVINCE:  LUHUO"	31.373	100.757	43	5.1											
	2011	4	11	8			"JAPAN"		30	"JAPAN:  HONSHU"	37.001	140.401	11	6.6		7				3	7				3
	2011	4	24	23			"INDONESIA"		170	"INDONESIA:   SULAWESI:  KENDARI"	-4.586	122.771	8	6.1				14					14		
	2011	5	10	8	5721		"NEW CALEDONIA"		170	"NEW CALEDONIA:  LOYALTY ISLANDS"	-20.244	168.226	11	6.8	2										
	2011	5	11	16			"SPAIN"		130	"SPAIN:  LORCA"	37.699	-1.672	1	5.1		10					10				
	2011	5	19	21			"TURKEY"		140	"TURKEY:  SIMAV"	39.12	29.04	7	4.3		2		125			2		125		
	2011	6	8	1			"CHINA"		40	"CHINA:  XINJIANG PROVINCE:  DABANCHENG"	43.015	88.247	21	5.3				8					8		
	2011	6	13	2			"NEW ZEALAND"		170	"NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY"	-43.564	172.743	6	6		1		45	3000	100	1		45	3000	100
	2011	6	20	10			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  BAOSHAN"	25.075	98.721	39	5.3				4					4		
	2011	6	24	3	5432		"USA"	"AK"	150	"ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS"	52.05	-171.836	52	7.3											
	2011	6	26	7			"CHINA"		40	"CHINA:  QINGHAI PROVINCE"	32.447	95.948	29	5.3						10					10
	2011	7	6	19	5430		"KERMADEC ISLANDS (NEW ZEALAND)"		170	"NEW ZEALAND: KERMADEC ISLANDS"	-29.539	-176.34	17	7.6											
	2011	7	10	0	5431		"JAPAN"		30	"JAPAN:  HONSHU:  E COAST"	38.034	143.264	23	7											
	2011	7	19	19			"UZBEKISTAN"		40	"UZBEKISTAN:  FARGONA, VIOLYATI"	40.081	71.41	20	6.1		14		86			14		86		
	2011	8	9	11			"CHINA"		30	"CHINA: YUNNAN PROVINCE: BAOSHAN"	24.932	98.73	40	5									3		
	2011	8	11	10			"CHINA"		40	"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI"	39.955	77.028	10	5.7				21					21		
	2011	8	20	16	5437		"VANUATU"		170	"VANUATU ISLANDS"	-18.365	168.143	32	7.1											
	2011	8	20	18	5436		"VANUATU"		170	"VANUATU ISLANDS"	-18.311	168.218	28	7											
	2011	8	23	5			"USA"	"CO"	150	"COLORADO:  SEGUNDO"	37.063	-104.701	4	5.4	7										
	2011	8	23	17			"USA"	"VA"	150	"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C."	37.936	-77.933	6	5.8	7				200					200	
	2011	9	2	10	5438		"USA"	"AK"	150	"ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS"	52.171	-171.708	32	6.8											
	2011	9	5	17			"INDONESIA"		60	"INDONESIA:  SUMATRA"	2.965	97.893	91	6.7		10					10				
	2011	9	7	17			"INDIA"		60	"INDIA:  DELHI"	28.724	77.189	10	4.3				1					1		
	2011	9	18	12			"INDIA"		60	"INDIA:  SIKKIM"	27.73	88.155	50	6.9		111		177	22.3	6000	111		177	22.3	
	2011	9	19	18			"GUATEMALA"		100	"GUATEMALA:  CUILAPA SANTA ROSA"	14.186	-90.238	9	5.6		1					1				
	2011	10	20	17			"INDIA"		60	"INDIA:  GUJARAT"	21.211	70.533	10	5				34					34		
	2011	10	21	17	5439		"KERMADEC ISLANDS (NEW ZEALAND)"		170	"KERMADEC ISLANDS"	-28.993	-176.238	33	7.4											
	2011	10	23	10			"TURKEY"		140	"TURKEY:  ERCIS, VAN"	38.722	43.513	16	7.1		604		2608	1500	5739	604		2608	1500	5739
	2011	10	28	18			"PERU"		160	"PERU:  SAN VICENTE DE CANETE"	-14.438	-75.966	24	6.9		1		103		134	1		103		134
	2011	10	29	0			"INDIA"		60	"INDIA:  SIKKIM"	27.449	88.684	10	3.5		2					2				
	2011	10	29	13			"ECUADOR"		160	"ECUADOR:  POMASQUI"	-0.13	-78.37	3	4											
	2011	11	1	0			"CHINA"		40	"CHINA:  XINJIANG PROVINCE"	43.648	82.437	28	5.6					10.5	2453				10.5	2453
	2011	11	6	3			"USA"	"OK"	150	"OKLAHOMA:  SPARKS"	35.532	-96.765	5	5.7	8			2		14			2		14
	2011	11	7	9			"PHILIPPINES"		170	"PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE"	7.904	125.185	46	5				31					31		
	2011	11	8	2			"USA"	"OK"	150	"OKLAHOMA:  SPARKS, PRAGUE"	35.531	-96.788	5	5											
	2011	11	9	19			"TURKEY"		140	"TURKEY:  VAN"	38.429	43.229	5	5.7		40					40				
	2011	11	21	3			"INDIA"		60	"INDIA:  ASSAM"	24.955	95.236	114	5.8											
	2011	11	24	21			"EL SALVADOR"		100	"EL SALVADOR-GUATEMALA"	13.297	-87.898	43	5.1											
	2011	12	1	12			"CHINA"		40	"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI"	38.31	76.888	32	5.3											
	2011	12	3	6			"NEW ZEALAND"		170	"NEW ZEALAND:  COOK STRAIT"	-41.364	174.315	56	5.3											
	2011	12	11	1			"MEXICO"		150	"MEXICO:  GUERRERO"	17.844	-99.963	54	6.4		2		5			2		5		
	2011	12	23	0			"NEW ZEALAND"		170	"NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH"	-43.49	172.8	10	5.8				60					60		
	2011	12	27	15			"RUSSIA"		40	"RUSSIA:  KYZYL"	51.842	95.911	15	6.7											
	2012	1	19	12			"IRAN"		140	"IRAN:  KHORASAN-E-RAZAVI"	36.288	58.835	8	5.3				238					238		
	2012	1	30	5			"PERU"		160	"PERU:  ICA"	-14.168	-75.635	43	6.4				119					119		
	2012	2	2	13	5442		"VANUATU"		170	"VANUATU ISLANDS"	-17.827	167.133	23	7											
	2012	2	6	3			"PHILIPPINES"		170	"PHILIPPINES:  NEGROS ORIENTAL PROVINCE"	9.999	123.206	11	6.7		51	62	112	9	15000	51	62	112	9	15000
	2012	2	26	2			"TAIWAN"		30	"TAIWAN:  PINGTUNG"	22.661	120.891	28	5.9											
	2012	2	27	18			"IRAN"		140	"IRAN:  RAVAR"	31.428	56.778	10	5.2				6					6		
	2012	3	5	23			"PHILIPPINES"		170	"PHILIPPINES:  MASBATE ISLAND"	12.354	123.7	37	5.6				10		1			10		1
	2012	3	8	22			"CHINA"		40	"CHINA: XINJIANG"	39.383	81.307	38	5.9				36641	84				36641	84	
	2012	3	9	7	5706		"VANUATU"		170	"VANUATU ISLANDS"	-19.125	169.613	16	6.7											
	2012	3	14	9	5446		"JAPAN"		30	"JAPAN:  HOKKAIDO"	40.887	144.944	12	6.9											
	2012	3	16	7			"PHILIPPINES"		170	"PHILIPPINES:  SURIGAO"	10.037	125.633	18	5.8				55		4			55		4
	2012	3	20	18	5447		"MEXICO"		150	"MEXICO:  GUERRERO, OAXACA"	16.493	-98.231	20	7.4	8	2		13	600	800	2		13	600	800
	2012	3	25	22			"CHILE"		160	"CHILE:  PARRAL, SANTIAGO"	-35.2	-72.217	41	7.2		1		14			1		14		
	2012	4	11	8	5449		"INDONESIA"		60	"INDONESIA:  N SUMATRA:  OFF WEST COAST"	2.327	93.063	20	8.6		10		12			10		12		
	2012	4	11	10	5450		"INDONESIA"		60	"INDONESIA:  N SUMATRA:  OFF WEST COAST"	0.802	92.463	25	8.2											
	2012	4	14	22	5451		"VANUATU"		170	"VANUATU ISLANDS"	-18.972	168.741	11	6.3											
	2012	4	17	3			"CHILE"		160	"CHILE:  VALPARAISO"	-32.625	-71.365	29	6.7		2					2				
	2012	5	3	10			"IRAN"		140	"IRAN:  MOURMOURI, ABDANAN, DEHLORAN"	32.747	47.726	10	5.4				8					8		
	2012	5	7	4			"AZERBAIJAN"		40	"AZERBAIJAN:  ZAGATALA"	41.549	46.789	11	5.7				50		3100			50		3100
	2012	5	11	12			"INDIA"		60	"INDIA:  ASSAM:  KAMRUP, GUWAHATI"	26.175	92.889	43	5.4				2					2		
	2012	5	12	23			"TAJIKISTAN"		40	"TAJIKISTAN"	38.612	70.354	10	5.7		1					1				
	2012	5	14	10			"CHILE"		160	"CHILE:  ARICA; PERU:  TACNA"	-17.678	-69.591	10	6.3											
	2012	5	19	13			"BRAZIL"		160	"BRAZIL:  MONTES CLAROS"	-16.764	-43.999	10	4.1											
	2012	5	20	2			"ITALY"		130	"ITALY:  EMILIA ROMAGNA:  MIRANDOLA"	44.89	11.23	6	6.1		7					7		50		
	2012	5	20	13			"ITALY"		130	"ITALY:  SANT'AGOSTINO"	44.831	11.49	5	5.1											
	2012	5	22	0			"BULGARIA"		110	"BULGARIA: PERNIK"	42.645	22.968	10	5.6	7										
	2012	5	29	7			"ITALY"		130	"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO"	44.851	11.086	10	5.9		17		350	15800		17		350	15800	
	2012	6	4	11			"INDONESIA"		60	"INDONESIA:  JAVA"	-7.692	106.371	50	5.8				2					2		
	2012	6	10	12			"TURKEY"		140	"TURKEY:  FETHIYE; GREECE:  RHODES"	36.42	28.88	35	6.1				6					6		
	2012	6	11	5			"AFGHANISTAN"		40	"AFGHANISTAN:  HINDU KUSH"	36.023	69.351	16	5.8		75		13		143	75		13		143
	2012	6	14	5			"TURKEY"		140	"TURKEY:  SIRNAK"	37.294	42.325	5	5.3				23					23		
	2012	6	24	7			"CHINA"		30	"CHINA:  YUNNAN AND SICHUAN PROVINCES"	27.767	100.781	10	5.5		4		394		6768	4		394		6768
	2012	6	29	21			"CHINA"		40	"CHINA:  XINJIANG PROVINCE"	43.433	84.7	18	6.3				52	68				52	68	
	2012	7	20	12			"CHINA"		30	"CHINA:  JIANGSU PROVINCE"	32.978	119.593	10	4.9		1		2			1		2		
	2012	7	25	0			"INDONESIA"		60	"INDONESIA: BANDA ACEH"	2.707	96.045	22	6.5		1					1				
	2012	7	25	11			"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS: GUADALCANAL"	-9.694	159.727	20	6.4						26					26
	2012	8	11	12			"IRAN"		140	"IRAN:  AHAR, HARIS, VARZAGAN"	38.329	46.826	11	6.5		306		3000	599		306		3000	599	
	2012	8	14	2			"RUSSIA"		50	"RUSSIA:  SAKHALIN ISLAND"	49.8	145.064	583	7.7											
	2012	8	18	9			"INDONESIA"		170	"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG"	-1.315	120.096	10	6.3		6		43		471	6		43		471
	2012	8	27	4	5462		"NICARAGUA"		100	"NICARAGUA:  OFF THE COAST"	12.139	-88.59	28	7.3											
	2012	8	31	12	5463		"PHILIPPINES"		170	"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN"	10.811	126.638	28	7.6		1		1	0.3		1		1	0.3	
	2012	9	5	14	5464		"COSTA RICA"		100	"COSTA RICA:  NICOYA"	10.085	-85.315	35	7.6		2		20			2		20		
	2012	9	7	3			"CHINA"		30	"CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG"	27.575	103.983	10	5.6		81		821	1000	37000	81		821	1000	37000
	2012	10	18	2			"INDIA"		60	"INDIA:  DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA"	23.739	81.314	10	5											
	2012	10	28	3	5467		"CANADA"		150	"CANADA:  QUEEN CHARLOTTE ISLANDS"	52.788	-132.101	14	7.7							1				
	2012	11	7	16	5468		"GUATEMALA"		100	"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU"	13.988	-91.895	24	7.3		48		155	210	2769	48		155	210	2769
	2012	11	11	1			"MYANMAR (BURMA)"		60	"MYANMAR (BURMA):  SHWEBO"	23.005	95.885	14	6.8		26		230		251	26		230		251
	2012	11	26	5			"CHINA"		40	"CHINA:  XINJIANG PROVINCE:  RUOQIANG"	40.411	90.355	10	5.1											
	2012	12	5	17			"IRAN"		140	"IRAN:  KHORASAN PROVINCE"	33.506	59.571	14	5.7		8		12			8		12		
	2012	12	7	8	5469		"JAPAN"		30	"JAPAN:  HONSHU:  MIYAGI PREFECTURE"	37.89	143.949	31	7.2				11					11		
	2013	1	5	8	5472		"USA"	"AK"	150	"ALASKA:  SOUTHEASTERN"	55.393	-134.652	10	7.5											
	2013	1	21	22			"INDONESIA"		60	"INDONESIA:  SUMATERA:  N"	4.927	95.907	12	6.1		1		15			1		15		
	2013	2	6	1	5476		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS"	-10.799	165.114	24	7.9	8						10		15	36	588
	2013	2	8	15	5477		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS"	-10.928	166.018	21	7											
	2013	2	9	14			"COLOMBIA"		160	"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA"	1.135	-77.393	145	7				15		100			15		100
	2013	2	15	3			"RUSSIA"		40	"RUSSIA:  CHELYABINSK (METEOR EXPLOSION)"	55.15	61.41		4.2				1000					1000		
	2013	2	19	2			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  QIAOJIA"	27.226	103.071	10	4.9				8		72			8		72
	2013	2	22	21			"PERU"		160	"PERU:  S"	-15.748	-71.425	8	5.3											
	2013	3	3	5			"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	25.98	99.812	8	5.4				30		700			30		700
	2013	3	11	3			"CHINA"		40	"CHINA:  XINJIAN PROVINCE:  S"	40.119	77.466	10	5.1						864					864
	2013	3	27	2			"TAIWAN"		30	"TAIWAN:  NANTOU COUNTY, TAIPEI"	23.828	121.215	19	6		1		86	1.128		1		86	1.128	
	2013	4	9	11			"IRAN"		140	"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA"	28.428	51.593	12	6.3		37		850	297		37		850	297	
	2013	4	10	19			"HONDURAS"		100	"HONDURAS: ATLANTIDA"	15.52	-87.159	4	5.4						12					12
	2013	4	12	20			"JAPAN"		30	"JAPAN"	34.369	134.828	14	5.8				24					24		
	2013	4	16	10			"IRAN"		140	"IRAN; PAKISTAN:  MASHKAL"	28.033	61.996	80	7.7		40		300			40		300		
	2013	4	17	8			"JAPAN"		30	"JAPAN: MIYAKEJIMA"	33.958	139.352	9	5.8				3					3		
	2013	4	18	0			"USA"	"TX"	150	"TEXAS:  WEST"	31.817	-97.088	0	2.1		14		200	100	50	14		200	100	50
	2013	4	19	3	5479		"RUSSIA"		50	"RUSSIA:  KURIL ISLANDS"	46.221	150.788	110	7.2											
	2013	4	20	0			"CHINA"		30	"CHINA:  SICHUAN PROVINCE:  LONGMEN"	30.308	102.888	14	6.6		196	21	11470	6800		196	21	11470	6800	
	2013	4	22	1	5752		"MEXICO"		150	"MEXICO:  MICHOACAN: LAZARO CARDENAS"	18.081	-102.182	30	6	6										
	2013	4	24	9			"AFGHANISTAN"		40	"AFGHANISTAN:  KAMA"	34.526	70.22	64	5.5		18		141			18		141		
	2013	5	1	6			"INDIA"		60	"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN"	33.061	75.863	15	5.7		3		90	19.5	1136	3		90	19.5	1136
	2013	5	11	2			"IRAN"		140	"IRAN:  HORMOZGAN: BASHAGARD"	26.56	57.77	15	6.1		2		20			2		20		
	2013	5	19	9			"ALGERIA"		15	"ALGERIA:  ALGIERS"	36.703	5.261	7	4.9				5					5		
	2013	5	24	5			"RUSSIA"		50	"RUSSIA:  SEVERO KURILSKIYE"	54.892	153.221	598	8.3											
	2013	6	1	14			"PHILIPPINES"		170	"PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN"	7.275	124.898	10	5.7				33					33		
	2013	6	2	5			"TAIWAN"		30	"TAIWAN:  JENAI"	23.789	121.141	17	6.3		4		21			4		21		
	2013	6	15	16	5793		"GREECE"		130	"GREECE:  CRETE"	34.4	25.02	10	6.2	3										
	2013	6	18	23			"RUSSIA"		40	"RUSSIA:  KEMEROVO"	54.263	86.173	10	5.3											
	2013	6	22	5			"INDONESIA"		60	"INDONESIA:  LOMBOK ISLAND"	-8.305	116.058	47	5.1				50		5370			50		5370
	2013	7	2	7			"INDONESIA"		60	"INDONESIA:  BANDA ACEH"	4.645	96.665	13	6.1		48		2532	113	20401	48		2532	113	20401
	2013	7	8	2			"INDONESIA"		60	"INDONESIA:  JAVA"	-8.803	113.002	60	5.7				1		124			1		124
	2013	7	17	3			"ALGERIA"		15	"ALGERIA:  HAMMAM MELOUANE"	36.534	3.086	10	4.8				11					11		
	2013	7	21	5	5491		"NEW ZEALAND"		170	"NEW ZEALAND:  COOK STRAIT"	-41.704	174.337	17	6.5				5					5		
	2013	7	21	23			"CHINA"		30	"CHINA:   GANSU:  DINGXI, MIN"	34.512	104.262	8	6		94	5	1001	466	1968	94	5	1001	466	1968
	2013	8	2	21			"INDIA"		60	"INDIA:  KASHMIR:  KISHTWAR"	33.297	75.95	42	5.2	3			2					2		
	2013	8	7	9			"GREECE"		130	"GREECE:  CENTRAL:   PHTHIOTIS, REGGINI"	38.689	22.695	0	5.5						100					100
	2013	8	11	21			"CHINA"		40	"CHINA:  TIBET (XIZANG PROVINCE): QAMDO"	30.046	97.957	6	5.7											
	2013	8	16	2	5519		"NEW ZEALAND"		170	"NEW ZEALAND:  WELLINGTON, MARLBOROUGH"	-41.731	174.027	12	6.5	6										
	2013	8	21	12			"MEXICO"		150	"MEXICO:  SAN MARCOS, ACAPULCO"	16.878	-99.498	21	6.2	8			1					1		
	2013	8	27	20			"CHINA"		30	"CHINA:  YUNNAN PROVINCE: SHANGRI-LA"	28.239	99.328	10	5.2						36					36
	2013	8	31	0			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  BENZILAN"	28.243	99.35	8	5.8		5		24		600	5		24		600
	2013	9	7	0			"GUATEMALA"		100	"GUATEMALA:  COATEPEQUE, QUETZALTENANGO"	14.606	-92.121	66	6.4	7	1		11		3	1		11		3
	2013	9	24	11	5506		"PAKISTAN"		60	"PAKISTAN:  AWARAN, KECH"	26.951	65.501	15	7.7	4	825		619		32638	825		619		32638
	2013	9	25	16			"PERU"		160	"PERU:  AREQUIPA"	-16.15	-74.87	31	7.1	6										
	2013	9	28	7			"PAKISTAN"		60	"PAKISTAN: AWARAN"	27.183	65.505	12	6.8		22		50			22		50		
	2013	10	12	13	5794		"GREECE"		130	"GREECE:  CRETE:  CHANIA"	35.514	23.252	40	6.6	7			1					1		
	2013	10	15	0			"PHILIPPINES"		170	"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS"	9.88	124.117	19	7.1	7	222	8	976	51.8		222	8	976	51.8	
	2013	10	22	5			"INDONESIA"		60	"INDONESIA:  BANDA ACEH"	5.103	95.971	10	5.5	5	1		2			1		2		
	2013	10	25	17	5533		"JAPAN"		30	"JAPAN:  HONSHU:  E COAST"	37.2	144.6	10	7.1	4			1					1		
	2013	11	10	5			"TAJIKISTAN"		40	"TAJIKISTAN:  VAHDAT"	38.41	68.89	23	5.2	4					104					104
	2013	11	17	9	5534		"ANTARCTICA"		20	"SCOTIA SEA:  SOUTH ORKNEY ISLANDS"	-60.274	-46.401	10	7.7											
	2013	11	22	22			"CHINA"		30	"CHINA:  JILIN PROVINCE:  SONGYUAN"	44.599	124.168	10	5.3											
	2013	11	28	13			"IRAN"		140	"IRAN:  BORAZJAN"	29.275	51.313	4	5.7	4	8		200		250	8		200		250
	2014	1	2	3			"IRAN"		140	"IRAN:  BASTAK"	27.15	54.448	8	5.3		1		30			1		30		
	2014	1	5	3			"COLOMBIA"		160	"COLOMBIA:  SIPI"	4.557	-76.644	54	5.6	5										
	2014	1	13	4			"USA TERRITORY"		90	"PUERTO RICO"	19.043	-66.81	20	6.4	5										
	2014	1	20	2			"NEW ZEALAND"		170	"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI"	-40.66	175.814	28	6.1	7										
	2014	1	25	5			"INDONESIA"		60	"INDONESIA:  JAVA:  BANYUMAS"	-7.986	109.265	66	6.1	5					1					1
	2014	1	26	13			"GREECE"		130	"GREECE:  KEFALONIA"	38.208	20.453	8	6.1	7			6	178				6	178	
	2014	2	2	14			"IRAN"		140	"IRAN:  GOHARAN"	26.589	57.741	10	5.3											
	2014	2	3	3			"GREECE"		130	"GREECE:  KEFALONIA:  LIXOURION"	38.244	20.379	4	6	3			16					16		
	2014	2	9	2			"USA"	"OK"	150	"OKLAHOMA:  GUTHRIE"	35.937	-97.271	5	4.1	4										
	2014	2	12	9			"CHINA"		40	"CHINA:  XINJIANG PROVINCE:  YUTIAN"	35.905	82.586	10	6.9						67					67
	2014	2	26	0			"AUSTRALIA"		60	"AUSTRALIA:  KALGOORLIE"	-30.686	121.332	1	4.5											
	2014	3	13	17			"JAPAN"		30	"JAPAN:  SOUTHWESTERN"	33.684	131.825	79	6.3	5			18					18		
	2014	3	16	21	5555		"CHILE"		160	"CHILE:  IQUIQUE"	-19.965	-70.814	21	6.7	6										
	2014	3	29	4			"USA"	"CA"	150	"CALIFORNIA:  LA HABRA, BREA, FULLERTON"	33.863	-117.835	4	5.1	6				10.8					10.8	
	2014	4	1	23	5557		"CHILE"		160	"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO"	-19.61	-70.769	25	8.2	8	7			100		7			100	
	2014	4	3	2	5558		"CHILE"		160	"CHILE:  NORTHERN:  IQUIQUE"	-20.571	-70.493	22	7.7	8										
	2014	4	4	22			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  XILUODU"	28.174	103.619	25	5.4				21		75			21		75
	2014	4	10	23			"NICARAGUA"		100	"NICARAGUA:  NAGAROTE, MANAGUA"	12.403	-86.378	13	6.1		2		250	3	168	2		250	3	168
	2014	4	11	7			"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND"	-6.586	155.049	61	7.1		1				51	1				51
	2014	4	12	20	5559		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS"	-11.27	162.148	23	7.6											
	2014	4	13	12	5560		"SOLOMON ISLANDS"		170	"SOLOMON ISLANDS"	-11.463	162.051	39	7.4											
	2014	4	14	5			"NICARAGUA"		100	"NICARAGUA:  MANAGUA, CIUDAD SANDINO"	12.151	-86.281	10	5.2						7					7
	2014	4	18	14	5563		"MEXICO"		150	"MEXICO:  GUERRERO; MEXICO CITY"	17.397	-100.972	24	7.2	6										
	2014	4	19	13	5564		"PAPUA NEW GUINEA"		170	"PAPUA NEW GUINEA:  SOLOMON SEA"	-6.755	155.024	43	7.5											
	2014	5	5	11			"THAILAND"		60	"THAILAND:  CHIANG RAI"	19.656	99.67	6	6.1	5	1		32	62	20	1		32	62	20
	2014	5	8	17			"MEXICO"		150	"MEXICO:  TECPAN"	17.235	-100.746	17	6.4	5										
	2014	5	8	22			"PAKISTAN"		60	"PAKISTAN:  NAWABSHAH"	26.387	68.358	15	4.5		2		70			2		70		
	2014	5	17	16			"GERMANY"		120	"GERMANY:  HESSE"	49.799	8.69	5	3.6	4				1.36					1.36	
	2014	5	19	0			"ALBANIA"		130	"ALBANIA:  BELSH"	41.115	19.777	10	5	4										
	2014	5	24	9	5790		"GREECE"		130	"GREECE, TURKEY"	40.24	25.33	23	6.9	7	3		310	450		3		310	4500	
	2014	5	30	1			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  YINGJIANG"	25	97.845	10	5.9				45		3390			45		3390
	2014	6	23	19	5572		"NEW ZEALAND"		170	"KERMADEC ISLANDS: SSE OF RAOUL ISLAND"	-29.977	-177.725	20	6.9											
	2014	6	23	20	5571		"USA"	"AK"	150	"ALASKA:  ALEUTIAN ISLANDS"	51.849	178.735	109	7.9											
	2014	7	7	11			"MEXICO"		150	"MEXICO; GUATEMALA:  SAN MARCOS"	14.728	-92.578	67	6.9	5	3		33			3		33		
	2014	7	11	19	5574		"JAPAN"		30	"JAPAN:  SANRIKU"	37.005	142.453	20	6.5	5			3					3		
	2014	7	15	9			"USA"	"OK"	150	"OKLAHOMA:  HARRAH"	35.524	-97.146	5	3.9	5										
	2014	7	25	10	5575		"USA"	"AK"	150	"ALASKA:  SOUTHEASTERN"	58.306	-136.96	10	6.1	4										
	2014	7	29	10			"MEXICO"		150	"MEXICO:  OAXACA"	17.682	-95.653	107	6.3	5	1		1			1		1		
	2014	8	1	4			"ALGERIA"		15	"ALGERIA:  ALGIERS"	36.841	3.301	30	5.5	6	6		420			6		420		
	2014	8	3	8			"CHINA"		30	"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG"	27.189	103.409	12	6.2		615	114	3143		25800	615	114	3143		25800
	2014	8	5	10			"SOUTH AFRICA"		10	"SOUTH AFRICA:  ORKNEY"	-26.99	26.705	5	5.5	6	1		17		13	1		17		13
	2014	8	12	19			"ECUADOR"		160	"ECUADOR:  QUITO"	-0.018	-78.322	12	5.1	5	2		8			2		8		
	2014	8	16	22			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  YONGSHAN"	28.125	103.546	10	5	2			6					6		
	2014	8	18	2			"IRAN"		140	"IRAN:  ILAM PROVINCE:  ABDANAN"	32.663	47.673	6	6.2	3			330		2700			330		2700
	2014	8	24	10			"USA"	"CA"	150	"CALIFORNIA:  NAPA, VALLEJO"	38.216	-122.312	11	6.1	8	1		257	700	160	1		257	700	160
	2014	9	20	4			"PHILIPPINES"		170	"PHILIPPINES:  BARANGAY LUAYON"	6.864	125.233	26	5.2	5			1		15			1		15
	2014	9	28	2			"PERU"		160	"PERU:  PARURO PROVINCE"	-13.843	-71.695	10	5.1	7	8		6		106	8		6		106
	2014	10	7	13			"CHINA"		30	"CHINA:   YUNNAN PROVINCE:  YONGPING"	23.383	100.47	9	6.1		1		323			1		323		
	2014	10	9	2	5577		"CHILE"		160	"CHILE: EASTER ISLAND REGION"	-32.108	-110.811	17	7											
	2014	10	14	3	5607		"EL SALVADOR"		100	"EL SALVADOR:  GULF OF FONSECA"	12.526	-88.123	40	7.3	7	1				5	1				5
	2014	11	15	2	5578		"INDONESIA"		170	"INDONESIA:  N. MOLUCCAS ISLANDS"	1.893	126.522	45	7.1	5										
	2014	11	22	8			"CHINA"		30	"CHINA:  SICHUAN PROVINCE:  GARZE"	30.34	101.737	9	5.9	3	5		65		30	5		65		30
	2014	11	22	13			"JAPAN"		30	"JAPAN:  NAGANO:  HAKUBA, OTARI"	36.641	137.888	9	6.2	9			45		50			45		50
	2014	12	6	10			"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  YONGPING"	23.358	100.533	10	5.6		1		15		434	1		15		434
